date,time,open,high,low,close,volume
20200724,0,54000,54400,53700,54200,10994535
20200727,0,54300,55700,54300,55600,21054421
20200728,0,57000,58800,56400,58600,48431566
20200729,0,60300,60400,58600,59000,36476611
20200730,0,59700,60100,59000,59000,19285354
20200731,0,59500,59600,57700,57900,21943345
20200803,0,57800,57900,56700,56800,21158940
20200804,0,57200,58100,57000,57300,19419694
20200805,0,57300,57500,56300,56900,17739706
20200806,0,57100,58400,57100,58000,21625874
20200807,0,57900,58400,57100,57500,18751717
20200810,0,57600,58300,57500,57800,17774291
20200811,0,58000,59500,57800,58200,24907912
20200812,0,58200,59000,57700,59000,18573934
20200813,0,59400,59600,58000,58700,22089460
20200814,0,58000,58400,57700,58000,15672548
20200818,0,58900,59900,58000,58400,25307825
20200819,0,59000,59200,57800,57800,16930719
20200820,0,57600,57600,55300,55400,30386029
20200821,0,56200,56900,55800,55900,21142288
20200824,0,55800,56600,55400,56100,15055896
20200825,0,56400,56800,56100,56400,14021705
20200826,0,56400,56500,55700,56400,17651593
20200827,0,56300,56300,55600,55600,16196568
20200828,0,56100,56300,55400,55400,14619888
20200831,0,56000,56100,54000,54000,32671367
20200901,0,54100,54800,54100,54200,19363117
20200902,0,54600,55100,54100,54400,16905723
20200903,0,55600,56700,55500,56400,28384920
20200904,0,55200,55800,55100,55600,22139109
20200907,0,56100,57300,55800,56500,18685880
20200908,0,57400,58700,57200,58700,31517520
20200909,0,58200,59300,57800,58400,30597399
20200910,0,59900,60000,59100,59200,29923293
20200911,0,59300,59400,58200,59000,16017098
20200914,0,60200,60800,59900,60400,20648281
20200915,0,60900,61000,60500,61000,17877075
20200916,0,61100,61300,60600,61000,17041444
20200917,0,60700,60800,59300,59500,25108356
20200918,0,59800,59900,59100,59300,18884571
20200921,0,59100,60000,59000,59200,15140387
20200922,0,59100,59700,57800,58200,20830381
20200923,0,58400,58800,57400,58600,20111398
20200924,0,57700,58600,57600,57800,17564020
20200925,0,57700,58200,57700,57900,11444683
20200928,0,58300,58800,57900,58200,12614080
20200929,0,58300,59000,58200,58200,15503563
20201005,0,57500,59200,57500,58700,20228289
20201006,0,59400,59900,58700,59000,14463826
20201007,0,58700,59900,58500,59900,14861838
20201008,0,60500,60700,59500,59700,24589924
20201012,0,60000,60400,59900,60400,16145837
20201013,0,61000,61400,60400,60900,19247631
20201014,0,61000,61100,60500,60900,16086716
20201015,0,60700,60800,59700,60000,17756232
20201016,0,60000,60400,59000,59500,16554190
20201019,0,59600,60200,59500,60000,14474985
20201020,0,60300,60900,60100,60900,19326115
20201021,0,61200,61500,60600,60900,15703443
20201022,0,60300,60500,59800,60100,14294095
20201023,0,60400,60400,59800,60200,9322232
20201026,0,60400,61100,60100,60400,13268226
20201027,0,60300,60300,59500,59800,17260416
20201028,0,59400,59400,58800,59000,14428882
20201029,0,58200,58500,57500,58100,22636966
20201030,0,58000,58000,56600,56600,26907844
20201102,0,56400,57500,56000,57400,20489076
20201103,0,57900,58900,57600,58800,14950919
20201104,0,58900,59000,57800,58500,21718561
20201105,0,59000,60300,58800,60300,20639475
20201106,0,60700,60800,59600,60100,16910230
20201109,0,60700,60900,60100,60200,15892961
20201110,0,60500,60500,59500,60200,19073552
20201111,0,60700,61400,60400,61300,25628510
20201112,0,61000,61400,60700,61000,19800573
20201113,0,61300,63200,61000,63200,31508829
20201116,0,64000,66700,63900,66300,36354334
20201117,0,67000,67000,65600,65700,30204089
20201118,0,65700,66200,64700,64800,22963790
20201119,0,64100,64800,63900,64600,16590290
20201120,0,63900,65200,63900,64700,15068682
20201123,0,64800,67800,64700,67500,27134398
20201124,0,67900,69500,67000,67700,32158235
20201125,0,67900,68300,66500,66600,32447065
20201126,0,66100,68000,66000,68000,19023323
